id,round,cost,offer,accepted,asked_invalid_budget,budget,wealth,profit
N1x2,1,4.5,6000,TRUE,0,6000,2500,-1000
N1x2,2,5.6,5000,FALSE,0,5600,3500,-1600
N1x2,3,4.3,5000,TRUE,0,5000,5200,-1600
N1x2,4,4.8,5400,FALSE,1,4800,6200,-1400
N1x2,5,5.3,4600,FALSE,0,5300,7200,-1700
N1x2,6,6,5800,FALSE,0,6000,8200,-2700
N1x2,7,4.3,4400,FALSE,1,4300,9200,-2000
N1x2,8,5.5,6000,TRUE,0,6000,10700,-3000
N1x2,9,5.5,5700,FALSE,0,6000,12200,-4000
N1x2,10,4.8,4300,FALSE,0,4800,13200,-3800
ObXG,1,4.1,NA,NA,0,5000,1900,0
ObXG,2,4.6,NA,NA,0,5000,3300,0
ObXG,3,4.3,NA,NA,0,4300,4300,700
ObXG,4,4.4,NA,NA,0,4900,5800,800
ObXG,5,5.6,NA,NA,0,5900,7100,-100
ObXG,6,4.9,NA,NA,0,5000,8200,-100
ObXG,7,4.8,NA,NA,0,4800,9200,100
ObXG,8,4.9,NA,NA,1,5000,10300,100
ObXG,9,4.5,NA,NA,0,4700,11500,400
ObXG,10,4.8,NA,NA,0,4900,12600,500
OyDT,1,4.2,NA,NA,0,6000,2800,-1000
OyDT,2,5.6,NA,NA,0,6000,4200,-2000
OyDT,3,5.2,NA,NA,0,6000,6000,-3000
P6yE,1,4.1,4700,TRUE,0,4700,1600,300
P6yE,2,5.3,4200,FALSE,0,5800,3100,-500
P6yE,3,5,4000,FALSE,0,5100,4200,-600
P6yE,4,5.2,5400,TRUE,0,5400,5400,-1000
P6yE,5,5.7,5700,TRUE,0,5700,6400,-1700
P6yE,6,4.7,4500,FALSE,0,5000,7700,-1700
P6yE,7,4.7,5200,TRUE,0,5200,9200,-1900
P6yE,8,4.6,4200,FALSE,0,4900,10500,-1800
P6yE,9,4.6,4600,TRUE,0,4600,11500,-1400
P6yE,10,5.6,5900,FALSE,0,5800,12700,-2200
S6TZ,1,5.8,NA,NA,0,6000,1200,-1000
S6TZ,2,4.9,NA,NA,0,6000,3300,-2000
S6TZ,3,4.6,NA,NA,0,6000,5700,-3000
S6TZ,4,4.6,NA,NA,0,6000,8100,-4000
S6TZ,5,5.8,NA,NA,0,6000,9300,-5000
S6TZ,6,5.1,NA,NA,0,6000,11200,-6000
S6TZ,7,4.9,NA,NA,0,6000,13300,-7000
S6TZ,8,4.2,NA,NA,0,6000,16100,-8000
S6TZ,9,4.3,NA,NA,0,6000,18800,-9000
S6TZ,10,4.2,NA,NA,0,6000,21600,-10000
XddK,1,4.2,NA,NA,0,6000,2800,-1000
XddK,2,5.2,NA,NA,0,5200,3800,-1200
XddK,3,4.7,NA,NA,1,5900,6000,-2100
XddK,4,4.1,NA,NA,1,4100,7000,-1200
XddK,5,4.1,NA,NA,0,4100,8000,-300
XddK,6,5.6,NA,NA,0,5600,9000,-900
XddK,7,5.4,NA,NA,0,6000,10600,-1900
XddK,8,4.6,NA,NA,0,4600,11600,-1500
XddK,9,5.9,NA,NA,0,5900,12600,-2400
XddK,10,4.9,NA,NA,0,4900,13600,-2300
c1DA,1,4.2,5900,TRUE,0,5900,2700,-900
c1DA,2,6,5600,FALSE,1,6000,3700,-1900
c1DA,3,4.2,5200,FALSE,0,4200,4700,-1100
c1DA,4,5,4200,FALSE,1,5000,5700,-1100
c1DA,5,5,5700,FALSE,0,5000,6700,-1100
c1DA,6,5.7,5900,FALSE,1,5700,7700,-1800
c1DA,7,4.9,5100,FALSE,0,5200,9000,-2000
c1DA,8,4.9,4900,TRUE,0,4900,10000,-1900
c1DA,9,4.2,5900,FALSE,0,4200,11000,-1100
c1DA,10,5.2,5100,FALSE,0,5200,12000,-1300
dE0v,1,5.2,4100,FALSE,0,6000,1800,-1000
dE0v,2,5,5900,FALSE,0,6000,3800,-2000
dE0v,3,4.1,4300,FALSE,0,6000,6700,-3000
donk,1,5,5500,TRUE,0,5500,1500,-500
donk,2,5.2,5200,FALSE,0,5600,2900,-1100
donk,3,4.6,4500,FALSE,0,5000,4300,-1100
donk,4,4.3,4600,FALSE,0,5000,6000,-1100
donk,5,6,4100,FALSE,0,6000,7000,-2100
donk,6,4.4,4900,FALSE,0,4400,8000,-1500
donk,7,5.5,4300,FALSE,0,5500,9000,-2000
donk,8,4.4,5800,FALSE,0,4400,10000,-1400
donk,9,4.6,6000,FALSE,0,4600,11000,-1000
donk,10,4.3,5700,FALSE,0,5000,12700,-1000
eTC4,1,5.8,NA,NA,0,6000,1200,-1000
eTC4,2,4.6,NA,NA,0,6000,3600,-2000
eTC4,3,4.3,NA,NA,0,6000,6300,-3000
eTC4,4,5.6,NA,NA,1,6000,7700,-4000
eTC4,5,4.2,NA,NA,0,6000,10500,-5000
eTC4,6,4.1,NA,NA,0,6000,13400,-6000
eTC4,7,5.8,NA,NA,0,6000,14600,-7000
eTC4,8,5.8,NA,NA,0,6000,15800,-8000
eTC4,9,5,NA,NA,0,6000,17800,-9000
eTC4,10,4.8,NA,NA,0,6000,20000,-10000
ev91,1,4.4,4400,TRUE,0,4400,1000,600
ev91,2,4.1,5000,TRUE,0,5000,2900,600
ev91,3,4.1,5700,FALSE,0,4100,3900,1500
ev91,4,5.5,4900,FALSE,0,6000,5400,500
ev91,5,4.5,5800,FALSE,1,4500,6400,1000
ev91,6,5.5,4100,FALSE,1,5500,7400,500
ev91,7,4.3,4500,TRUE,0,4500,8600,1000
ev91,8,5.1,5200,TRUE,0,5200,9700,800
ev91,9,5.3,4600,FALSE,1,5300,10700,500
ev91,10,5,4900,FALSE,1,5000,11700,500
f0Lv,1,5.8,NA,NA,0,5800,1000,-800
f0Lv,2,5.8,NA,NA,1,6000,2200,-1800
f0Lv,3,5.3,NA,NA,0,5300,3200,-2100
f0Lv,4,4.4,NA,NA,0,4400,4200,-1500
f0Lv,5,4.6,NA,NA,0,6000,6600,-2500
f0Lv,6,4.4,NA,NA,0,6000,9200,-3500
f0Lv,7,5.1,NA,NA,0,6000,11100,-4500
f0Lv,8,4.3,NA,NA,0,5000,12800,-4500
f0Lv,9,5.6,NA,NA,0,5700,13900,-5200
f0Lv,10,6,NA,NA,1,6000,14900,-6200
i3GQ,1,4.9,4100,FALSE,0,4900,1000,100
i3GQ,2,5.1,4500,FALSE,0,5100,2000,0
i3GQ,3,5.5,5400,FALSE,1,6000,3500,-1000
i3GQ,4,5.8,4900,FALSE,0,6000,4700,-2000
i3GQ,5,5.6,5900,TRUE,0,5900,6000,-2900
i3GQ,6,4.1,5000,FALSE,0,4500,7400,-2400
i3GQ,7,4.6,5200,FALSE,0,5000,8800,-2400
i3GQ,8,4.5,5300,TRUE,0,5300,10600,-2700
i3GQ,9,5.4,5000,FALSE,0,5500,11700,-3200
i3GQ,10,4.9,5600,TRUE,0,5600,13400,-3800
iJ4Y,1,4.3,NA,NA,0,6000,2700,-1000
iJ4Y,2,5.1,NA,NA,0,6000,4600,-2000
iJ4Y,3,5.4,NA,NA,0,6000,6200,-3000
iJ4Y,4,5.4,NA,NA,0,6000,7800,-4000
iJ4Y,5,4.7,NA,NA,0,6000,10100,-5000
iJ4Y,6,4.7,NA,NA,0,6000,12400,-6000
iJ4Y,7,5.7,NA,NA,0,6000,13700,-7000
iJ4Y,8,4.6,NA,NA,0,6000,16100,-8000
iJ4Y,9,4.8,NA,NA,0,6000,18300,-9000
iJ4Y,10,5.9,NA,NA,0,6000,19400,-10000
iUU4,1,5.2,5800,TRUE,0,5800,1600,-800
iUU4,2,4.8,5700,TRUE,0,5700,3500,-1500
iUU4,3,4,5900,FALSE,0,4000,4500,-500
iUU4,4,4.7,4500,FALSE,0,4700,5500,-200
iUU4,5,4.9,5500,FALSE,0,4900,6500,-100
iUU4,6,4.4,4400,TRUE,0,4400,7500,500
iUU4,7,5.9,5400,FALSE,0,5900,8500,-400
iUU4,8,5.9,4200,FALSE,1,5900,9500,-1300
iUU4,9,4.4,4300,FALSE,0,4400,10500,-700
iUU4,10,5.8,4800,FALSE,0,5800,11500,-1500
ipym,1,4.4,NA,NA,0,6000,2600,-1000
ipym,2,4.2,NA,NA,0,6000,5400,-2000
ipym,3,5.4,NA,NA,0,6000,7000,-3000
ipym,4,5.7,NA,NA,0,6000,8300,-4000
ipym,5,4.4,NA,NA,0,6000,10900,-5000
ipym,6,4.8,NA,NA,0,6000,13100,-6000
ipym,7,4.3,NA,NA,0,6000,15800,-7000
ipym,8,4.2,NA,NA,0,6000,18600,-8000
ipym,9,4,NA,NA,0,6000,21600,-9000
ipym,10,4.2,NA,NA,0,6000,24400,-10000
l005,1,5.3,NA,NA,0,5500,1200,-500
l005,2,5.3,NA,NA,0,5300,2200,-800
l005,3,4.1,NA,NA,0,4100,3200,100
l005,4,5.2,NA,NA,0,5200,4200,-100
l005,5,5.1,NA,NA,0,5500,5600,-600
l005,6,4.4,NA,NA,0,4400,6600,0
l005,7,4.9,NA,NA,0,4900,7600,100
l005,8,5.3,NA,NA,0,5300,8600,-200
l005,9,5.9,NA,NA,0,5900,9600,-1100
l005,10,4.4,NA,NA,0,4400,10600,-500
lrCh,1,5.8,NA,NA,0,6000,1200,-1000
lrCh,2,5.8,NA,NA,0,6000,2400,-2000
lrCh,3,4.9,NA,NA,0,5700,4200,-2700
lrCh,4,4.7,NA,NA,0,5600,6100,-3300
lrCh,5,4.5,NA,NA,0,6000,8600,-4300
lrCh,6,4.1,NA,NA,0,5500,11000,-4800
lrCh,7,5.4,NA,NA,0,5900,12500,-5700
lrCh,8,5,NA,NA,0,5600,14100,-6300
lrCh,9,5.2,NA,NA,0,6000,15900,-7300
lrCh,10,4.8,NA,NA,0,5500,17600,-7800
mYOH,1,5.9,NA,NA,1,5900,1000,-900
mYOH,2,5,NA,NA,0,5900,2900,-1800
mYOH,3,4.9,NA,NA,0,6000,5000,-2800
mYOH,4,5.2,NA,NA,1,5200,6000,-3000
mYOH,5,4.3,NA,NA,0,5500,8200,-3500
mYOH,6,4.1,NA,NA,0,5900,11000,-4400
mYOH,7,5.6,NA,NA,0,5600,12000,-5000
mYOH,8,4.3,NA,NA,0,4300,13000,-4300
mYOH,9,5.8,NA,NA,0,5800,14000,-5100
mYOH,10,4.1,NA,NA,0,4100,15000,-4200
n97K,1,5.5,NA,NA,0,6000,1500,-1000
n97K,2,4.8,NA,NA,1,4800,2500,-800
n97K,3,4.8,NA,NA,0,4800,3500,-600
n97K,4,5.7,NA,NA,0,6000,4800,-1600
n97K,5,4,NA,NA,0,6000,7800,-2600
n97K,6,5.3,NA,NA,0,6000,9500,-3600
n97K,7,4,NA,NA,0,6000,12500,-4600
n97K,8,4.6,NA,NA,0,6000,14900,-5600
n97K,9,5.2,NA,NA,0,6000,16700,-6600
n97K,10,6,NA,NA,0,6000,17700,-7600
odMO,1,4,5000,TRUE,0,5000,2000,0
odMO,2,6,4800,FALSE,0,6000,3000,-1000
odMO,3,5.6,4700,FALSE,0,6000,4400,-2000
rE97,1,4.5,5800,TRUE,1,5800,2300,-800
rE97,2,4.8,4900,FALSE,0,4800,3300,-600
rE97,3,4.8,5300,FALSE,0,4800,4300,-400
rE97,4,4.7,4800,FALSE,0,4700,5300,-100
rE97,5,4.1,4500,FALSE,0,4200,6400,700
rE97,6,5.4,4000,FALSE,1,5400,7400,300
rE97,7,4,5800,FALSE,0,4400,8800,900
rE97,8,6,5900,FALSE,1,6000,9800,-100
rE97,9,4.2,5600,TRUE,0,5600,12200,-700
rE97,10,5.3,4000,FALSE,1,5300,13200,-1000
ugLe,1,5.1,4400,FALSE,0,5200,1100,-200
ugLe,2,4.3,5500,FALSE,0,4300,2100,500
ugLe,3,5,4400,FALSE,0,5200,3300,300
ugLe,4,5.3,4500,FALSE,0,5300,4300,0
ugLe,5,5.6,5700,TRUE,0,5700,5400,-700
ugLe,6,4.2,5500,FALSE,1,4200,6400,100
ugLe,7,5.2,4900,FALSE,0,5300,7500,-200
ugLe,8,5.7,4600,FALSE,0,5700,8500,-900
ugLe,9,4.6,4400,FALSE,0,4600,9500,-500
ugLe,10,5.6,4700,FALSE,0,6000,10900,-1500
